Plant Name,Developer Name,Capacity (MW),Date of Operation,County,State,Balancing Authority
Ontario Sun,null,2.4,01/02/2023,Oswego,NY,NYIS
"Maybrook Solar, LLC (CSG)",null,5,01/02/2023,Orange,NY,NYIS
MA CS Uxbridge Community Solar,null,4,01/02/2023,Worcester,MA,ISNE
Chautauqua Solar Energy Center,null,74.5,01/02/2023,Walton,FL,FPL
FPL Shirer Branch Solar Energy Center,null,74.5,01/02/2023,Calhoun,FL,FPL
Wild Azalea Solar Energy Center,null,74.5,01/02/2023,Gadsden,FL,FPL
Bear Grove Solar,null,1,01/02/2023,Olmsted,MN,MISO
Elba Solar LLC,null,2,01/02/2023,Knox,IL,MISO
DIA 8,null,4.5,01/02/2023,Adams,CO,PSCO
IGS SBD1,null,2.6,01/02/2023,San Bernardino,CA,LDWP
IGS SBD2,null,2.5,01/02/2023,San Bernardino,CA,LDWP
Briscoe 1A,null,2,01/02/2023,LaSalle,IL,MISO
Briscoe 2A,null,2,01/02/2023,LaSalle,IL,MISO
FreeState Kiro Solar I,null,1,01/02/2023,Shawnee,KS,SWPP
Mineral Gap,null,3,01/02/2023,Wise,VA,LGEE
CSU Sacramento I,null,1.3,01/02/2023,Sacramento,CA,BANC
Catskill Solar,null,5,01/02/2023,Columbia,NY,NYIS
"Allora Solar, LLC",null,75,01/01/2023,Lexington,SC,SC
MTSUN,null,80,01/01/2023,Yellowstone,MT,NWMT
Novel Schroeder Solar LLC CSG,null,1,01/01/2023,Renville,MN,MISO
"Cement City Solar, LLC",null,20,01/01/2023,Lenawee,MI,MISO
UN-School House LLC,null,20,01/01/2023,Clearfield,PA,PJM
Old Middleboro Road Solar,null,5,01/01/2023,Plymouth,MA,ISNE
"Phobos Solar, LLC",null,78.8,01/01/2023,Nash,NC,CPLE
Waiawa Solar Power Hybrid,null,36,01/01/2023,Honolulu,HI,HECO
Cortlandville III Solar CSG,null,5,01/01/2023,Cortland,NY,NYIS
"Cabin Creek Solar, LLC",null,70.2,01/01/2023,Montgomery,NC,CPLE
Hawthorn Solar I,null,10,01/01/2023,Jackson,MO,SWPP
Gas City 2,null,1.8,01/01/2023,Grant,IN,PJM
Mount Olive Solar Farm,null,19.8,01/01/2023,Morris,NJ,PJM
Bluefield Preserve Solar,null,74.5,01/01/2023,St Lucie,FL,FPL
FPL Chipola River Solar Energy Center,null,74.5,01/01/2023,Calhoun,FL,FPL
Everglades Solar Energy Center,null,74.5,01/01/2023,Miami Dade,FL,FPL
First City Solar Energy Center,null,74.5,01/01/2023,Escambia,FL,FPL
FPL Flowers Creek Solar Energy Center,null,74.5,01/01/2023,Calhoun,FL,FPL
Pink Trial Solar Energy Center,null,74.5,01/01/2023,St Lucie,FL,FPL
Anhinga Solar Energy Center,null,74.5,01/01/2023,Clay,FL,FPL
Apalachee,null,74.5,01/01/2023,Jackson,FL,FPL
Blackwater River Solar Energy Center,null,74.5,01/01/2023,Santa Rosa,FL,FPL
FPL Cavendish Solar Energy Center,null,74.5,01/01/2023,Okeechobee,FL,FPL
USS Franklin Solar LLC,null,1,01/01/2023,Renville,MN,MISO
USS Catfish Solar LLC,null,1,01/01/2023,Renville,MN,MISO
USS Mesa Solar LLC,null,1,01/01/2023,Renville,MN,MISO
USS Wells Creek Solar LLC,null,1,01/01/2023,Goodhue,MN,MISO
Canoe Brook Solar,null,6.3,01/01/2023,Essex,NJ,PJM
Brady Solar LLC,null,1.8,01/01/2023,Sumter,GA,SOCO
Titlow Garden LLC CSG,null,1,01/01/2023,Sibley,MN,MISO
Platt Solar,null,1,01/01/2023,Murray,MN,MISO
Andresen Solar,null,1,01/01/2023,Chippewa,MN,MISO
ER Bison Solar CSG,null,1.4,01/01/2023,Union,PA,PJM
Dunkleman Solar,null,5,01/01/2023,Cattaraugus,NY,NYIS
ELP Livingston Solar,null,5,01/01/2023,Columbia,NY,NYIS
ELP Claverack Solar,null,5,01/01/2023,Columbia,NY,NYIS
Amherst Community Solar,null,5,01/01/2023,Erie,NY,NYIS
Tom's River (Lowes),null,1,01/01/2023,Ocean,NJ,PJM
Portland SP,null,2.5,01/01/2023,Chautauqua,NY,NYIS
Richmond (NY),null,5,01/01/2023,Ontario,NY,NYIS
"CA - Fresno, City of - SE Surface WTP",null,3,01/01/2023,Fresno,CA,CISO
Regeneron Pharmaceuticals Inc.,Unable to find,0.5,01/01/2023,Westchester,NY,NYIS
Regeneron Pharmaceuticals Inc.,Unable to find,0.8,01/01/2023,Westchester,NY,NYIS
Yellow Mills Rd #1 Community Solar Farm,null,2.3,01/12/2022,Ontario,NY,NYIS
Yellow Mills Rd #2 Community Solar Farm,null,2.3,01/12/2022,Ontario,NY,NYIS
Yellow Mills Rd #3 Community Solar Farm,null,2.3,01/12/2022,Ontario,NY,NYIS
West Valley West,null,5,01/12/2022,Cattaraugus,NY,NYIS
West Valley East,null,5,01/12/2022,Cattaraugus,NY,NYIS
Elk Hill Solar 1,null,20,01/12/2022,Franklin,PA,PJM
"Gunsight Solar, LLC",null,75,01/12/2022,Lexington,SC,SC
"Letts Creek Solar, LLC",null,15,01/12/2022,Jackson,MI,MISO
"Pullman Solar, LLC",null,20,01/12/2022,Allegan,MI,MISO
Pivot Solar 14 LLC (CSG),null,2,01/12/2022,Morgan,CO,WACM
Pivot Solar 2 LLC (CSG),null,2,01/12/2022,Morgan,CO,WACM
Pivot Solar 15 LLC (CSG),null,1,01/12/2022,Morgan,CO,WACM
"SR Clay, LLC",null,106,01/12/2022,Clay,GA,SOCO
"SR Cedar Springs, LLC",null,70,01/12/2022,Early,GA,SOCO
"SR DeSoto I, LLC",null,165,01/12/2022,Lee,GA,SOCO
Calhoun Solar,null,200,01/12/2022,Calhoun,MI,MISO
Sun Mountain Solar 1,null,200,01/12/2022,Pueblo,CO,PSCO
Blythe Mesa Solar II,null,223.6,01/12/2022,Riverside,CA,CISO
NY8 - Regan Solar,null,20,01/12/2022,Montgomery,NY,NYIS
Sun Valley Solar Project,null,250,01/12/2022,Hill,TX,ERCO
Maplewood Solar,null,120,01/12/2022,Pittsylvania,VA,PJM
OYA Main Street,null,5,01/12/2022,Livingston,NY,NYIS
CA-Ventura Co CCD-Oxnard College Canopy,null,1.5,01/12/2022,Ventura,CA,CISO
OYA Church Road,null,5,01/12/2022,Onondaga,NY,NYIS
Hormel CSG Solar,null,1,01/12/2022,Chippewa,MN,MISO
"Pisgah Ridge Solar, LLC",null,250,01/12/2022,Navarro,TX,ERCO
SR Greenville I,null,4.8,01/12/2022,Greene,TN,TVA
SR Greenville II,null,4.8,01/12/2022,Greene,TN,TVA
SR Bolivar,null,3.3,01/12/2022,Hardeman,TN,TVA
SR Paris,null,6.8,01/12/2022,Henry,TN,TVA
Edwards Sanborn E4,null,148.9,01/12/2022,Kern,CA,CISO
Edwards Sanborn E5,null,68,01/12/2022,Kern,CA,CISO
Laurel Oaks Solar,null,61.2,01/12/2022,Hillsborough,FL,TEC
Riverside Solar,null,55.2,01/12/2022,Hillsborough,FL,TEC
Statesboro Solar LLC,null,3,01/12/2022,Bulloch,GA,SOCO
Carnes Creek Solar (CSG),null,2.5,01/12/2022,Marion,OR,PGE
Cosper Creek Solar (CSG),null,2.5,01/12/2022,Polk,OR,PGE
Fruitland Creek Solar (CSG),null,1.8,01/12/2022,Marion,OR,PGE
Kaiser Creek Solar (CSG),null,2,01/12/2022,Clackamas,OR,PGE
Sandy River Solar (CSG),null,1.9,01/12/2022,Clackamas,OR,PGE
Sesqui-C Solar (CSG),null,2.5,01/12/2022,Yamhill,OR,PGE
"Jackpot Solar, LLC",null,120,01/12/2022,Twin Falls,ID,IPCO
"Hickson Solar, LLC",null,2.8,01/12/2022,Marlboro,SC,CPLE
"Ogburn Solar, LLC",null,2,01/12/2022,Chesterfield,SC,CPLE
"Bishopville Solar II, LLC",null,10,01/12/2022,Lee,SC,CPLE
Kearsarge West Shore Solar LLC,null,5,01/12/2022,Newport,RI,ISNE
Timmerman (CSG),null,1,01/12/2022,Lyon,MN,MISO
Maple City,null,1.5,01/12/2022,Mitchell,IA,AECI
"Cortez Solar 1, LLC",null,2.2,01/12/2022,Montezuma,CO,WACM
Water Street Solar,null,5,01/12/2022,Kennebec,ME,ISNE
"West Line Solar, LLC",null,100,01/12/2022,Pinal,AZ,SRP
Huxley Solar,null,5,01/12/2022,Hampden,MA,ISNE
Cutlass Solar 1 LLC,null,110.9,01/12/2022,Fort Bend,TX,ERCO
Brainerd Airport,null,5.8,01/12/2022,Crow Wing,MN,MISO
Westside Solar,null,3.5,01/12/2022,Olmsted,MN,MISO
Westside Solar,null,6.5,01/12/2022,Olmsted,MN,MISO
"Emerald Marshfields, LLC",null,1.9,01/12/2022,Plymouth,MA,ISNE
Moyer Solar,null,5,01/12/2022,Rockingham,NC,DUK
Genesee - CCR Solar,null,3.7,01/12/2022,Monroe,NY,NYIS
CPG - Duke 5300A Holabird,null,1.5,01/12/2022,Baltimore City,MD,PJM
CPG - Duke 5300B Holabird,null,1.5,01/12/2022,Baltimore City,MD,PJM
CPG - Duke 5900 Holabird,null,1.5,01/12/2022,Baltimore City,MD,PJM
CPG - Duke 6000 Holabird,null,1.5,01/12/2022,Baltimore City,MD,PJM
White Rock Road LLC,null,6.5,01/12/2022,Washington,RI,ISNE
Beckwith Solar,null,5,01/12/2022,Columbus,NC,CPLE
9150 Hermosa Solar GM,null,1.3,01/12/2022,San Bernardino,CA,CISO
Laskin Solar,null,5.6,01/12/2022,St Louis,MN,MISO
Jean Duluth Solar,null,1.6,01/12/2022,St Louis,MN,MISO
Brookdale CC BTM at Lincroft,null,3.7,01/12/2022,Monmouth,NJ,PJM
Agriculture Capital - Legacy Packing,null,1.6,01/12/2022,Tulare,CA,CISO
BQ - Psychedelic Site CSG,null,2.7,01/12/2022,Sullivan,NY,NYIS
Hammonton-High School Solar,null,1.2,01/12/2022,Atlantic,NJ,PJM
Barefoot Solar,null,4.3,01/12/2022,Somerset,ME,ISNE
Monroe Solar,null,2.2,01/12/2022,Pittsylvania,VA,PJM
Port Reading 8 Solar,null,1.4,01/12/2022,Middlesex,NJ,PJM
"GD West Greenwich Nooseneck I, LLC",null,10,01/12/2022,Kent,RI,ISNE
"GD West Greenwich Nooseneck I, LLC",null,10,01/12/2022,Kent,RI,ISNE
Minster 3,null,1,01/12/2022,Auglaize,OH,PJM
Township of Monroe - Williamstown HS,null,1.6,01/12/2022,Gloucester,NJ,PJM
Township of Monroe - Williamstown HS,null,1,01/12/2022,Gloucester,NJ,PJM
Township of Monroe - Williamstown MS,null,1.3,01/12/2022,Gloucester,NJ,PJM
Township of Monroe - Williamstown MS,null,0.5,01/12/2022,Gloucester,NJ,PJM
Tiffany,null,5,01/12/2022,Chenango,NY,NYIS
Town House,null,5,01/12/2022,Kennebec,ME,ISNE
"Freetown MA 1, LLC",null,1,01/12/2022,Bristol,MA,ISNE
Mainely Solar (Wyman Hill Solar LLC),null,4,01/12/2022,Oxford,ME,ISNE
Quarry,null,5,01/12/2022,York,ME,ISNE
665 Scenic Highway,null,4.3,01/12/2022,Barnstable,MA,ISNE
Plympton Lake Street Solar,null,2.4,01/12/2022,Plymouth,MA,ISNE
"Route 3 China Solar, LLC",null,4.5,01/12/2022,Kennebec,ME,ISNE
Lemoore West,null,7.9,01/12/2022,Kings,CA,CISO
Gordon Thompson,null,3,01/12/2022,Gordon,GA,SOCO
Dos Palos Cooperative Gin,null,1,01/12/2022,Merced,CA,CISO
Wood County,Alliant Energy,150,01/12/2022,Wood,WI,MISO
ENGIE Solidago Solar Project - Hybrid,Engie,50,01/12/2022,New Castle,DE,PJM
Sunnybrook Solar Project - Hybrid,Engie,51,01/12/2022,Halifax,VA,PJM
GCC Trident Solar Project,Unable to find,2,01/12/2022,Gallatin,MT,NWMT
"Stratford Solar Center, LLC",null,15,01/11/2022,Suffolk City,VA,PJM
Urtica Solar Project,null,5,01/11/2022,Kittitas,WA,PSEI
Jefferson Solar,null,8.2,01/11/2022,Darlington,SC,CPLE
Antelope Expansion 1B,null,17,01/11/2022,Los Angeles,CA,CISO
Syncarpha Westminster Hybrid CSG,null,4.7,01/11/2022,Worcester,MA,ISNE
Drew Solar LLC,null,100,01/11/2022,Imperial,CA,CISO
Taos Mesa Energy Facility Hybrid,null,15,01/11/2022,Taos,NM,PNM
Samson Solar Energy III LLC,null,250,01/11/2022,Lamar,TX,ERCO
"Energix Nokesville, LLC",null,20,01/11/2022,Prince William,VA,PJM
Bay Trail Solar Power Plant,null,74.9,01/11/2022,Citrus,FL,FPC
Mt Pleasant Community Center,null,0.5,01/11/2022,Westchester,NY,NYIS
Byron Highway Solar,null,5,01/11/2022,Contra Costa,CA,CISO
"SR Turkey Creek, LLC",null,50,01/11/2022,Garrard,KY,PJM
Bremen,null,6.8,01/11/2022,Marshall,IN,MISO
OER Patuxent CSG,null,2,01/11/2022,Anne Arundel,MD,PJM
OYA Pulaski,null,3.5,01/11/2022,Oswego,NY,NYIS
ER Sand Hill,null,2.2,01/11/2022,Rutland,VT,ISNE
MN CSG 2019-38 DE LLC,null,1,01/11/2022,Le Sueur,MN,MISO
Edwards Sanborn E1B,null,154.4,01/11/2022,Kern,CA,CISO
Edwards Sanborn S4,null,41.2,01/11/2022,Kern,CA,CISO
BE Solar LLC,null,3,01/11/2022,Decatur,GA,SOCO
Rockmart,null,2.6,01/11/2022,Polk,GA,SOCO
"Java Solar, LLC",null,13.5,01/11/2022,Kings,CA,CISO
Skalbeck Solar,null,1,01/11/2022,Renville,MN,MISO
Amazon MDW7 Solar Project,null,1.9,01/11/2022,Will,IL,MISO
"Beacon Solar, LLC",null,5,01/11/2022,Hampshire,MA,ISNE
Niagara Bottling - Bloomfield,null,2.8,01/11/2022,Hartford,CT,ISNE
Lockenhurst Pond Solar,null,2,01/11/2022,Orange,NY,NYIS
Edison Farm,null,2,01/11/2022,Rockingham,NC,DUK
Shieldwall Solar,null,5,01/11/2022,Halifax,NC,CPLE
"SCS Harpswell 012903 Brunswick, LLC",null,4.9,01/11/2022,Cumberland,ME,ISNE
French King Solar LLC,null,5,01/11/2022,Franklin,MA,ISNE
Dynamic Energy NJ - Ferrero,null,1.5,01/11/2022,Somerset,NJ,PJM
Lightstar Renewables - Project 1004,null,3.5,01/11/2022,Ulster,NY,NYIS
Ports Newark 8201 Solar,null,1.4,01/11/2022,Essex,NJ,PJM
Edison 7205 Solar,null,1.4,01/11/2022,Middlesex,NJ,PJM
Spano Solar - Belmar Wall,null,1.8,01/11/2022,Monmouth,NJ,NYIS
THD Quicksilver - MDC Perth Amboy,null,2.5,01/11/2022,Middlesex,NJ,NYIS
North Bridgton,null,5,01/11/2022,Cumberland,ME,ISNE
Whitfield Cooper,null,1.1,01/11/2022,Whitfield,GA,TVA
Da Silva Dairy,null,1,01/11/2022,San Joaquin,CA,CISO
"North Stonington Solar Center, LLC",null,15,01/10/2022,New London,CT,ISNE
Syncarpha Millbury Hybrid (CSG),null,5,01/10/2022,Worcester,MA,ISNE
Iris Solar LLC,null,50,01/10/2022,Washington,LA,MISO
Selective Insurance,null,0.6,01/10/2022,Sussex,NJ,PJM
Lund Hill Solar,null,150,01/10/2022,Klickitat,WA,AVRN
Bluegrass Solar,null,79.6,01/10/2022,Queen Annes,MD,PJM
Grassfield Solar,null,20,01/10/2022,Chesapeake City,VA,PJM
Peru 3,null,2.9,01/10/2022,Miami,IN,MISO
Coxsackie Solar,null,5,01/10/2022,Greene,NY,NYIS
"Rabbitbrush Solar, LLC",null,100,01/10/2022,Kern,CA,CISO
North Rock,null,50,01/10/2022,Rock,WI,MISO
NY8 - Puckett Solar,null,20,01/10/2022,Broome,NY,NYIS
Orioles Community Solar,null,5.6,01/10/2022,Greene,NY,NYIS
CSP Los Angeles,null,2.3,01/10/2022,Los Angeles,CA,CISO
OYA Wayside Drive,null,5,01/10/2022,Jefferson,NY,NYIS
USS Verbena Solar LLC,null,1,01/10/2022,McLeod,MN,MISO
Dynamic Corinth (CSG),null,5,01/10/2022,Penobscot,ME,ISNE
Brookville Smart Bus Depot Microgrid,null,1.7,01/10/2022,Montgomery,MD,PJM
KDC Solar TC Little Patuxent WWTP LLC,null,2,01/10/2022,Howard,MD,PJM
KDC Solar TC George Howard LLC,null,2,01/10/2022,Howard,MD,PJM
KDC Solar TC Blandair Park LLC,null,2,01/10/2022,Howard,MD,PJM
Putah Creek Solar Farm North,null,3,01/10/2022,Yolo,CA,CISO
LSE Musca Solar,null,5,01/10/2022,Schuyler,NY,NYIS
DOCCS Greene,null,5,01/10/2022,Greene,NY,NYIS
McAllister Landfill,null,1,01/10/2022,Newport,RI,ISNE
Tank Farm 4,null,10,01/10/2022,Newport,RI,ISNE
Spano Solar - Ocean County Landfill - CS,null,4.2,01/10/2022,Ocean,NJ,PJM
Tift Boyd,null,2.9,01/10/2022,Tift,GA,SOCO
Meherrin Solar,null,59.6,01/09/2022,Greensville,VA,PJM
USS Water Fowl Solar LLC CSG,null,1,01/09/2022,McLeod,MN,MISO
Sunflower County,null,100,01/09/2022,Sunflower,MS,MISO
Novel Shelly Solar LLC (CSG),null,1,01/09/2022,Lyon,MN,MISO
Brazoria West,null,200,01/09/2022,Brazoria,TX,ERCO
Novel Stein Solar LLC CSG,null,1,01/09/2022,Chisago,MN,MISO
West Haydenville PJ Community Solar,null,5,01/09/2022,Hampshire,MA,ISNE
Bear Creek,null,50,01/09/2022,Richland,WI,MISO
"ER Bone Hill Solar, LLC",null,1.2,01/09/2022,Washington,VT,ISNE
UMass PV Lot 22,null,2.1,01/09/2022,Hampshire,MA,ISNE
Noble Solar,null,275,01/09/2022,Denton,TX,ERCO
MD - CS - BGE - PR24 TPE,null,2,01/09/2022,Prince Georges,MD,PJM
Airport Road Solar (CSG),null,3.4,01/09/2022,Orange,NY,NYIS
Cummins Whitakers PV Arrays,null,3.3,01/09/2022,Nash,NC,PJM
Graniterock Quarry,null,4.4,01/09/2022,San Benito,CA,CISO
Dodge Renewables 2,null,1,01/09/2022,Dodge,MN,MISO
West Valley Mission CCD Solar Project,null,2.7,01/09/2022,Santa Clara,CA,CISO
Verizon Hidden Ridge Solar Project,null,1,01/09/2022,Dallas,TX,ERCO
Verizon Hidden Ridge Solar Project,null,1.1,01/09/2022,Dallas,TX,ERCO
Gunnison Solar,null,1.5,01/09/2022,Sanpete,UT,PACE
Vancourt Solar Interconnections,null,45,01/09/2022,Cameron,TX,ERCO
"South 49th 013445 SCS Norfolk, LLC",null,8.5,01/09/2022,Madison,NE,WACM
Webb Road Solar,null,4.6,01/09/2022,Kennebec,ME,ISNE
"SCS Penfield One 010750 Penfield, LLC",null,5,01/09/2022,Monroe,NY,NYIS
LSE Pavo Solar,null,2.3,01/09/2022,Delaware,NY,NYIS
North Kingstown Solar LLC,null,1.9,01/09/2022,Washington,RI,ISNE
Auburn Renewables LLC,null,11,01/09/2022,Dekalb,IN,PJM
Oakland,null,5,01/09/2022,Kennebec,ME,ISNE
700 Binnewater,null,1.1,01/09/2022,Ulster,NY,ISNE
Old Frontier Solar III,null,2,01/09/2022,Franklin,MA,ISNE
Partridge Solar,null,4.5,01/09/2022,Berkshire,MA,ISNE
Saddleback Solar,null,3.6,01/09/2022,Berkshire,MA,ISNE
Skyline Solar,null,4.5,01/09/2022,Berkshire,MA,ISNE
Adams Grove Solar,null,5,01/09/2022,Berkshire,MA,ISNE
USS Goodrich Solar,null,2,01/08/2022,Kankakee,IL,PJM
Pinson Solar Farm,null,20,01/08/2022,Spartanburg,SC,DUK
Charlie Creek Solar Power Plant,null,74.9,01/08/2022,Hardee,FL,FPC
Fort Green Solar Power Plant,null,74.9,01/08/2022,Hardee,FL,FPC
Arlington Energy Center III,null,131,01/08/2022,Riverside,CA,CISO
Big River Solar,null,149,01/08/2022,White,IL,MISO
MD - PR97 (CSG),null,2,01/08/2022,Prince Georges,MD,PJM
"Stanly Solar, LLC",null,50,01/08/2022,Stanly,NC,DUK
Brookwood Drive Community Solar,null,5,01/08/2022,Bristol,MA,ISNE
Edwards Sanborn E1A,null,149.3,01/08/2022,Kern,CA,CISO
USS Rosebud Solar LLC,null,1,01/08/2022,Redwood,MN,MISO
Allie L.L.C. (CSG),null,1,01/08/2022,Renville,MN,MISO
USS Itasca Clean Energy Solar LLC,null,2,01/08/2022,Itasca,MN,MISO
Dodge Renewables 1,null,1,01/08/2022,Dodge,MN,MISO
SR Jackson II,null,1,01/08/2022,Madison,TN,TVA
Calverton Solar Energy Center,null,22.9,01/08/2022,Suffolk,NY,NYIS
Dynamic Madison (CSG),null,5,01/08/2022,Somerset,ME,ISNE
Kankakee 2,null,1.5,01/08/2022,Kankakee,IL,MISO
Harmony Solar,null,4.9,01/08/2022,Somerset,ME,ISNE
Town of Amherst Solar,null,2.5,01/08/2022,Hampshire,MA,ISNE
Wonderful Firebaugh,null,5.4,01/08/2022,Madera,CA,CISO
Wonderful Kings,null,3.5,01/08/2022,Kern,CA,CISO
Summit Solar,null,3,01/08/2022,Wayne,NC,CPLE
Galena 2 Geothermal Power Plant,null,3,01/07/2022,Washoe,NV,NEVP
Mililani South Solar Farm,null,39,01/07/2022,Honolulu,HI,null
"Depot Solar Center, LLC",null,15,01/07/2022,Campbell,VA,PJM
Marshall Solar,null,2,01/07/2022,Darlington,SC,CPLE
Wister Solar,null,20,01/07/2022,Imperial,CA,IID
Winslow PV - BD Solar 2 LLC,null,7,01/07/2022,Kennebec,ME,ISNE
Novel Denzer Solar LLC CSG,null,1,01/07/2022,Winona,MN,MISO
Hot Springs Energy Storage & Microgrid,null,1.9,01/07/2022,Madison,NC,CPLW
Pivot Solar 4 LLC (CSG),null,2,01/07/2022,Weld,CO,WACM
Pivot Solar 1 LLC (CSG),null,1,01/07/2022,Garfield,CO,WACM
Pivot Solar 7 LLC (CSG),null,2,01/07/2022,Garfield,CO,WACM
Pivot Solar 3 LLC (CSG),null,2,01/07/2022,Garfield,CO,WACM
Pivot Solar 8 LLC (CSG),null,2,01/07/2022,Weld,CO,WACM
Main Rd Community Solar,null,5,01/07/2022,Erie,NY,ISNE
Holliday Creek Solar,null,100,01/07/2022,Webster,IA,MISO
Rock Island Road Solar Community Solar,null,3.5,01/07/2022,St Lawrence,NY,NYIS
USS Foley Solar LLC,null,1,01/07/2022,Benton,MN,MISO
Walkerton,null,1.1,01/07/2022,St Joseph,IN,MISO
Linton,null,5.4,01/07/2022,Greene,IN,MISO
USS Peach Solar LLC,null,1,01/07/2022,Blue Earth,MN,MISO
Holland Solar Farm,null,6.7,01/07/2022,Hunterdon,NJ,PJM
NY - PANYNJ - LaGuardia - Rooftop,null,1,01/07/2022,Queens,NY,NYIS
"Longbow Solar, LLC",null,78.1,01/07/2022,Brazoria,TX,ERCO
Verizon Hidden Ridge Solar Project,null,0.8,01/07/2022,Dallas,TX,ERCO
Faunce Corner Community Solar,null,1,01/07/2022,Bristol,MA,ISNE
"20701 Plummer PV, LLC",null,1.5,01/07/2022,Los Angeles,CA,LDWP
Hecate Energy Upshur Rural LLC,null,3,01/07/2022,Upshur,TX,SWPP
Brazoria County Solar Project (Danciger),null,200,01/07/2022,Brazoria,TX,ERCO
PNA Rossford Solar Array,null,1.4,01/07/2022,Wood,OH,PJM
MA Blackstone,null,4.2,01/07/2022,Worcester,MA,ISNE
Jogee Road Solar,null,2,01/07/2022,Orange,NY,NYIS
Lister Avenue Solar,null,2,01/07/2022,Essex,NJ,PJM
Buckeye Power Inc.,null,2,01/07/2022,Hancock,OH,PJM
Wells (ME),null,4.8,01/07/2022,York,ME,ISNE
Shaker,null,5,01/07/2022,Cumberland,ME,ISNE
"Market Street Gardiner Solar, LLC",null,3.3,01/07/2022,Kennebec,ME,ISNE
Springdale School District,null,2.9,01/07/2022,Washington,AR,SWPP
Steamboat Hills LP,Ormat Technologies,2,01/07/2022,Washoe,NV,NEVP
Tesla Reno GigaFactory,Tesla,2,01/07/2022,Storey,NV,NEVP
"Mulligan Solar, LLC",Apex Clean Energy,70,01/07/2022,Logan,IL,MISO
Camas Solar Project,null,5,01/06/2022,Kittitas,WA,PSEI
Route 19 #1 Community Solar Farm,null,2,01/06/2022,Wyoming,NY,NYIS
Route 19 #2 Community Solar Farm,null,5,01/06/2022,Wyoming,NY,NYIS
Fighting Jays Solar Project,null,227.5,01/06/2022,Fort Bend,TX,ERCO
"Hertford Solar Power, LLC",null,10,01/06/2022,Hertford,NC,PJM
Athos Solar Project,null,250,01/06/2022,Riverside,CA,CISO
Hickory Park Solar Hybrid,null,195.5,01/06/2022,Mitchell,GA,SOCO
Palmyra PV - BD Solar Palmyra LLC,null,5,01/06/2022,Somerset,ME,ISNE
BD Solar Hancock LLC,null,7,01/06/2022,Hancock,ME,ISNE
BD Solar Ellsworth LLC,null,7,01/06/2022,Hancock,ME,ISNE
Graphite Solar I,null,80,01/06/2022,Carbon,UT,PACE
Anderson 6,null,6.8,01/06/2022,Madison,IN,PJM
Amazon TUS2,null,2.6,01/06/2022,Pima,AZ,TEPC
Novel Handeland Solar LLC (CSG),null,1,01/06/2022,Yellow Medicine,MN,MISO
Novel Sunnyfield Farms Solar LLC CSG,null,1,01/06/2022,Wabasha,MN,MISO
Bullis Road Solar (CSG),null,4.5,01/06/2022,Erie,NY,NYIS
USS Prokosch Solar LLC ,null,1,01/06/2022,Renville,MN,MISO
MN CSG 2019-16 LLC,null,1,01/06/2022,Blue Earth,MN,MISO
UMass PV Lot 49,null,0.8,01/06/2022,Hampshire,MA,ISNE
Hudson County Solar,null,1.2,01/06/2022,Hudson,NJ,PJM
Caden Energix Wytheville LLC,null,20,01/06/2022,Wythe,VA,PJM
Shakes Solar,null,200,01/06/2022,Dimmit,TX,ERCO
MD - CS - Potomac Edison Co - GA25 TPE (,null,2,01/06/2022,Garrett,MD,PJM
OYA Robinson Road,null,5,01/06/2022,Jefferson,NY,NYIS
Beloit Solar LLC,null,2,01/06/2022,Mitchell,KS,SWPP
Garden 2 Solar Park,null,1.4,01/06/2022,Delta,MI,MISO
Nebula Solar,null,135,01/06/2022,Cameron,TX,ERCO
Ventura,null,1,01/06/2022,Bristol,MA,ISNE
Cattail (CSG),null,2,01/06/2022,Whiteside,IL,MISO
Kohler Solar,null,2.3,01/06/2022,Sheboygan,WI,MISO
Big Bend Agrivoltaics,null,1,01/06/2022,Hillsborough,FL,TEC
"233 Randolph 74 Solar I, LLC",null,2,01/06/2022,Cleveland,NC,DUK
Raptor Ridge,null,12.5,01/06/2022,Pima,AZ,TEPC
West Valley Solar,null,5,01/06/2022,Cattaraugus,NY,NYIS
West Valley Solar,null,5,01/06/2022,Cattaraugus,NY,NYIS
"Ash Mesa Solar, LLC",null,7.8,01/06/2022,Montrose,CO,PSCO
Phillips Route 82 Solar LLC,null,5,01/06/2022,Dutchess,NY,NYIS
Saw Solar,null,5,01/06/2022,Rowan,NC,DUK
Athens AT01,null,5,01/06/2022,Somerset,ME,ISNE
Washington WS01,null,4,01/06/2022,Knox,ME,ISNE
Farmingdale FA01,null,4.9,01/06/2022,Kennebec,ME,ISNE
Ryans Ranch,null,5,01/06/2022,Oxford,ME,ISNE
Jonesboro CWL Solar Park,null,10,01/06/2022,Craighead,AR,MISO
AVI Bakersfield,null,2.2,01/06/2022,Kern,CA,CISO
"Pine Valley Solar Farm, LLC",null,5,01/05/2022,Moore,NC,DUK
Sellers Farm Solar,null,5,01/05/2022,Richmond,NC,CPLE
Skipjack Solar Center,null,175,01/05/2022,Charles City,VA,PJM
Samson Solar Energy,null,250,01/05/2022,Franklin,TX,ERCO
Brightside,null,50.7,01/05/2022,Bee,TX,ERCO
USS Sycamore Solar (CSG),null,2,01/05/2022,DeKalb,IL,PJM
"Route 66 Energy Center, LLC",null,49.5,01/05/2022,Cibola,NM,PNM
